timestamp,hour,day_of_week,month,is_weekend,temperature,humidity,solar_radiation,cloud_cover,energy_demand,solar_generation,battery_soc,battery_power,grid_power
2023-01-03T07:00:00,7,1,1,0,6.19,68.28,26.34,45.75,16.138,1.263,10.13,-0.0,14.875
2023-01-03T08:00:00,8,1,1,0,8.41,72.66,265.1,40.4,22.246,12.359,10.35,-0.0,9.887
2023-01-03T09:00:00,9,1,1,0,11.81,71.9,368.8,58.73,19.521,18.936,10.04,-0.0,0.585
2023-01-03T10:00:00,10,1,1,0,10.97,70.59,591.86,45.41,17.385,26.129,18.42,8.744,0.0
2023-01-03T11:00:00,11,1,1,0,14.26,71.83,408.74,79.61,14.676,19.844,22.79,5.168,0.0
2023-01-03T12:00:00,12,1,1,0,13.28,72.35,660.65,50.01,14.114,31.632,39.06,17.518,0.0
2023-01-03T13:00:00,13,1,1,0,15.9,72.81,502.86,67.56,15.521,23.268,45.92,7.747,0.0
2023-01-03T14:00:00,14,1,1,0,16.85,57.09,486.68,60.27,14.371,23.155,54.0,8.784,0.0
2023-01-03T15:00:00,15,1,1,0,17.71,64.9,400.34,51.5,17.281,18.126,54.94,0.845,0.0
2023-01-03T16:00:00,16,1,1,0,18.08,70.29,230.77,46.38,17.266,11.686,49.52,-5.58,0.0
2023-01-03T17:00:00,17,1,1,0,16.59,59.2,22.01,34.79,20.22,1.057,30.08,-19.163,0.0
2023-01-03T18:00:00,18,1,1,0,14.74,56.34,0.0,31.38,22.758,0.028,10.29,-20.0,2.73
2023-01-03T19:00:00,19,1,1,0,13.49,68.0,0.73,52.79,25.468,0.005,10.05,-0.159,25.304
2023-01-03T20:00:00,20,1,1,0,12.4,67.02,2.3,20.25,26.67,0.0,9.96,-0.0,26.67
2023-01-03T21:00:00,21,1,1,0,10.59,66.86,0.67,45.24,24.289,0.0,10.11,-0.0,24.289
2023-01-03T22:00:00,22,1,1,0,6.32,76.63,0.46,36.23,19.741,0.005,9.88,-0.0,19.736
2023-01-03T23:00:00,23,1,1,0,5.71,81.42,0.0,47.65,17.186,0.0,10.15,-0.0,17.186
2023-01-04T00:00:00,0,2,1,0,4.19,62.93,0.0,44.42,11.802,0.0,9.96,-0.0,11.802
2023-01-04T01:00:00,1,2,1,0,6.29,66.43,0.71,24.1,11.193,0.0,10.11,-0.0,11.193
2023-01-04T02:00:00,2,2,1,0,3.89,60.28,0.83,37.5,10.226,0.001,10.03,-0.0,10.225
2023-01-04T03:00:00,3,2,1,0,4.13,77.03,1.65,52.0,9.902,0.012,10.01,-0.0,9.89
2023-01-04T04:00:00,4,2,1,0,3.79,66.94,2.57,28.2,11.563,0.0,9.49,-0.0,11.563
2023-01-04T05:00:00,5,2,1,0,4.93,70.99,0.0,52.55,12.223,0.0,9.91,-0.0,12.223
2023-01-04T06:00:00,6,2,1,0,6.03,77.23,0.0,44.03,14.789,0.002,9.85,-0.0,14.787
2023-01-04T07:00:00,7,2,1,0,7.17,62.54,34.7,32.84,18.87,1.679,10.08,-0.0,17.191
2023-01-04T08:00:00,8,2,1,0,8.48,62.02,237.95,42.53,20.817,12.198,9.97,-0.0,8.619
2023-01-04T09:00:00,9,2,1,0,9.18,59.68,378.61,52.77,20.583,18.01,9.75,-0.0,2.573
2023-01-04T10:00:00,10,2,1,0,11.48,73.32,708.58,33.9,16.828,35.145,26.94,18.317,0.0
2023-01-04T11:00:00,11,2,1,0,13.72,72.88,675.5,46.89,16.542,30.064,39.27,13.522,0.0
2023-01-04T12:00:00,12,2,1,0,14.25,65.85,737.81,46.37,14.046,35.603,57.68,20.0,0.0
2023-01-04T13:00:00,13,2,1,0,17.37,56.28,860.05,26.73,15.844,40.026,76.16,20.0,0.0
2023-01-04T14:00:00,14,2,1,0,16.15,71.77,499.93,55.23,14.306,24.494,85.5,10.188,0.0
2023-01-04T15:00:00,15,2,1,0,15.86,79.42,463.88,41.16,15.528,23.163,92.79,7.635,0.0
2023-01-04T16:00:00,16,2,1,0,17.66,67.64,159.4,68.85,17.667,7.491,82.45,-10.176,0.0
2023-01-04T17:00:00,17,2,1,0,17.51,62.06,18.55,63.34,20.794,0.907,62.44,-19.887,0.0
2023-01-04T18:00:00,18,2,1,0,16.64,74.81,1.0,63.72,23.672,0.0,42.48,-20.0,3.672
2023-01-04T19:00:00,19,2,1,0,13.91,63.94,0.0,60.38,28.418,0.0,22.39,-20.0,8.418
2023-01-04T20:00:00,20,2,1,0,11.1,69.63,2.17,62.48,25.538,0.0,9.93,-12.426,13.112
2023-01-04T21:00:00,21,2,1,0,10.19,52.83,0.0,22.87,21.323,0.006,10.13,-0.0,21.317
2023-01-04T22:00:00,22,2,1,0,7.65,66.84,3.0,29.1,19.41,0.032,10.24,-0.0,19.378
2023-01-04T23:00:00,23,2,1,0,4.72,61.44,0.08,14.83,17.448,0.0,9.98,-0.0,17.448
2023-01-05T00:00:00,0,3,1,0,3.74,74.75,2.44,15.4,12.456,0.005,10.08,-0.0,12.451
2023-01-05T01:00:00,1,3,1,0,4.18,66.55,0.0,36.87,9.831,0.0,9.86,-0.0,9.831
2023-01-05T02:00:00,2,3,1,0,4.66,71.49,0.73,13.01,9.758,0.0,10.1,-0.0,9.758
2023-01-05T03:00:00,3,3,1,0,2.36,69.23,0.03,19.02,8.968,0.0,9.86,-0.0,8.968
2023-01-05T04:00:00,4,3,1,0,4.62,69.43,0.0,20.97,9.731,0.023,10.03,-0.0,9.708
2023-01-05T05:00:00,5,3,1,0,6.92,68.94,0.0,12.88,12.175,0.0,10.07,-0.0,12.175
2023-01-05T06:00:00,6,3,1,0,5.38,71.35,0.0,42.48,15.994,0.0,10.2,-0.0,15.994
2023-01-05T07:00:00,7,3,1,0,7.77,70.11,8.57,62.81,18.364,0.391,9.69,-0.0,17.973
2023-01-05T08:00:00,8,3,1,0,8.76,67.62,233.86,55.32,20.434,11.666,10.24,-0.0,8.768
2023-01-05T09:00:00,9,3,1,0,10.35,69.16,541.54,27.4,20.88,25.602,14.53,4.722,0.0
2023-01-05T10:00:00,10,3,1,0,11.78,58.58,617.19,42.43,16.5,28.76,25.7,12.26,0.0
2023-01-05T11:00:00,11,3,1,0,13.89,72.11,895.89,21.04,14.312,46.261,43.98,20.0,0.0
2023-01-05T12:00:00,12,3,1,0,16.06,67.59,676.47,50.42,16.761,32.074,58.27,15.313,0.0
2023-01-05T13:00:00,13,3,1,0,13.76,64.23,761.62,35.22,13.538,35.453,76.79,20.0,0.0
2023-01-05T14:00:00,14,3,1,0,18.2,64.29,674.78,31.81,12.27,33.311,94.87,20.0,0.0
2023-01-05T15:00:00,15,3,1,0,18.17,63.03,423.47,51.99,13.583,20.514,100.0,5.531,0.0
2023-01-05T16:00:00,16,3,1,0,15.2,67.33,214.96,55.83,14.381,10.683,96.45,-3.698,0.0
2023-01-05T17:00:00,17,3,1,0,14.65,61.56,15.04,47.21,21.263,0.724,76.49,-20.0,0.539
2023-01-05T18:00:00,18,3,1,0,15.26,71.99,0.0,68.73,22.903,0.022,56.42,-20.0,2.881
2023-01-05T19:00:00,19,3,1,0,12.68,66.89,0.46,40.36,24.389,0.023,36.31,-20.0,4.366
2023-01-05T20:00:00,20,3,1,0,12.75,65.49,0.0,22.43,26.151,0.035,16.13,-20.0,6.116
2023-01-05T21:00:00,21,3,1,0,9.98,78.17,0.53,53.64,24.866,0.006,9.93,-6.302,18.558
2023-01-05T22:00:00,22,3,1,0,10.8,63.36,0.24,34.16,19.26,0.01,10.1,-0.0,19.25
2023-01-05T23:00:00,23,3,1,0,6.67,72.16,3.53,55.16,18.37,0.0,9.97,-0.0,18.37
2023-01-06T00:00:00,0,4,1,0,4.53,63.18,0.39,38.2,11.586,0.0,9.72,-0.0,11.586
2023-01-06T01:00:00,1,4,1,0,5.27,71.19,0.17,20.95,9.656,0.011,9.91,-0.0,9.645
2023-01-06T02:00:00,2,4,1,0,4.2,66.64,0.63,5.6,12.121,0.0,9.83,-0.0,12.121
2023-01-06T03:00:00,3,4,1,0,6.76,67.61,0.0,20.26,9.065,0.0,10.04,-0.0,9.065
2023-01-06T04:00:00,4,4,1,0,5.76,67.69,0.0,22.97,9.839,0.025,10.13,-0.0,9.814
2023-01-06T05:00:00,5,4,1,0,6.44,64.8,1.04,20.22,13.421,0.029,10.03,-0.0,13.392
2023-01-06T06:00:00,6,4,1,0,7.93,81.02,1.94,31.36,15.52,0.005,9.78,-0.0,15.515
2023-01-06T07:00:00,7,4,1,0,5.63,71.48,19.07,41.27,19.045,0.923,9.94,-0.0,18.122
2023-01-06T08:00:00,8,4,1,0,9.07,68.92,273.34,28.14,20.852,13.368,9.84,-0.0,7.484
2023-01-06T09:00:00,9,4,1,0,9.21,60.01,602.19,17.17,19.365,28.675,18.55,9.31,0.0
2023-01-06T10:00:00,10,4,1,0,11.79,70.45,687.0,28.7,17.641,33.611,33.37,15.97,0.0
2023-01-06T11:00:00,11,4,1,0,12.52,62.21,974.24,10.08,15.84,47.774,51.67,20.0,0.0
2023-01-06T12:00:00,12,4,1,0,15.51,65.92,868.26,26.78,14.097,41.2,70.06,20.0,0.0
2023-01-06T13:00:00,13,4,1,0,16.4,69.0,760.55,35.38,14.741,36.402,88.7,20.0,0.0
2023-01-06T14:00:00,14,4,1,0,15.36,65.32,649.89,40.61,14.731,31.003,99.87,12.546,0.0
2023-01-06T15:00:00,15,4,1,0,16.52,64.01,384.52,55.18,15.373,17.664,100.0,0.0,0.0
2023-01-06T16:00:00,16,4,1,0,17.84,56.2,197.29,62.99,16.261,9.309,93.01,-6.952,0.0
2023-01-06T17:00:00,17,4,1,0,18.07,67.28,29.43,73.02,19.04,1.45,75.84,-17.59,0.0
2023-01-06T18:00:00,18,4,1,0,17.84,65.3,2.33,68.82,23.39,0.0,55.5,-20.0,3.39
2023-01-06T19:00:00,19,4,1,0,17.31,63.48,1.03,70.14,24.214,0.015,35.19,-20.0,4.199
2023-01-06T20:00:00,20,4,1,0,13.98,75.25,0.0,49.83,28.723,0.0,15.4,-20.0,8.723
2023-01-06T21:00:00,21,4,1,0,8.65,75.77,0.39,49.44,20.216,0.021,9.81,-5.458,14.737
2023-01-06T22:00:00,22,4,1,0,5.54,64.69,2.68,57.9,18.831,0.0,10.32,-0.0,18.831
2023-01-06T23:00:00,23,4,1,0,8.08,72.5,0.0,53.22,17.139,0.015,9.9,-0.0,17.124
2023-01-07T00:00:00,0,5,1,1,5.94,64.4,0.0,23.68,13.495,0.0,10.19,-0.0,13.495
2023-01-07T01:00:00,1,5,1,1,4.71,74.76,3.31,48.75,10.967,0.0,10.14,-0.0,10.967
2023-01-07T02:00:00,2,5,1,1,4.21,70.27,0.0,55.91,10.416,0.007,9.83,-0.0,10.409
2023-01-07T03:00:00,3,5,1,1,3.1,70.72,0.0,46.16,10.764,0.0,9.77,-0.0,10.764
2023-01-07T04:00:00,4,5,1,1,5.64,73.36,0.48,22.96,9.397,0.02,10.15,-0.0,9.377
2023-01-07T05:00:00,5,5,1,1,4.42,75.32,0.61,36.39,10.417,0.0,9.95,-0.0,10.417
2023-01-07T06:00:00,6,5,1,1,6.37,78.73,0.69,43.25,14.063,0.004,10.0,-0.0,14.059
2023-01-07T07:00:00,7,5,1,1,5.41,74.9,20.96,71.76,15.6,0.994,10.03,-0.0,14.606
2023-01-07T08:00:00,8,5,1,1,6.28,61.5,292.83,26.92,16.292,14.099,9.56,-0.0,2.193
2023-01-07T09:00:00,9,5,1,1,10.41,74.05,440.09,46.42,18.46,21.121,12.44,2.661,0.0
2023-01-07T10:00:00,10,5,1,1,12.92,70.65,678.16,32.83,18.62,32.058,24.98,13.438,0.0
2023-01-07T11:00:00,11,5,1,1,16.25,68.29,760.12,39.24,18.018,34.77,39.96,16.752,0.0
2023-01-07T12:00:00,12,5,1,1,15.83,65.21,561.76,62.91,17.384,27.746,49.88,10.362,0.0
2023-01-07T13:00:00,13,5,1,1,17.96,60.09,667.43,47.44,18.719,33.362,63.19,14.643,0.0
2023-01-07T14:00:00,14,5,1,1,16.3,67.9,622.62,39.93,16.544,29.25,74.75,12.706,0.0
2023-01-07T15:00:00,15,5,1,1,15.19,61.93,470.15,43.46,17.662,22.051,79.01,4.389,0.0
2023-01-07T16:00:00,16,5,1,1,16.09,61.35,292.98,23.56,16.443,14.51,77.02,-1.933,0.0
2023-01-07T17:00:00,17,5,1,1,15.77,77.13,41.28,20.49,18.818,1.935,60.34,-16.883,0.0
2023-01-07T18:00:00,18,5,1,1,18.59,71.05,1.32,16.22,17.336,0.0,42.72,-17.336,0.0
2023-01-07T19:00:00,19,5,1,1,13.12,64.95,0.0,0.0,18.056,0.024,24.96,-18.032,0.0
2023-01-07T20:00:00,20,5,1,1,12.97,58.09,0.0,2.22,19.881,0.014,9.99,-14.771,5.096
2023-01-07T21:00:00,21,5,1,1,9.95,63.64,0.0,30.16,18.805,0.0,10.06,-0.0,18.805
2023-01-07T22:00:00,22,5,1,1,10.31,71.12,0.21,33.42,18.235,0.0,9.95,-0.0,18.235
2023-01-07T23:00:00,23,5,1,1,7.79,78.2,0.81,45.3,16.647,0.034,9.86,-0.0,16.613
2023-01-08T00:00:00,0,6,1,1,5.92,68.77,1.36,42.52,12.125,0.015,10.14,-0.0,12.11
2023-01-08T01:00:00,1,6,1,1,4.84,68.15,0.0,32.62,11.601,0.0,9.99,-0.0,11.601
2023-01-08T02:00:00,2,6,1,1,4.18,70.98,0.0,30.95,8.722,0.019,9.95,-0.0,8.703
2023-01-08T03:00:00,3,6,1,1,4.23,62.25,1.33,22.14,12.348,0.0,10.15,-0.0,12.348
2023-01-08T04:00:00,4,6,1,1,3.5,61.99,0.0,16.69,10.186,0.003,10.22,-0.0,10.183
2023-01-08T05:00:00,5,6,1,1,3.48,64.8,0.0,29.27,12.219,0.0,9.92,-0.0,12.219
2023-01-08T06:00:00,6,6,1,1,5.41,72.27,0.0,28.77,10.811,0.016,10.25,-0.0,10.795
2023-01-08T07:00:00,7,6,1,1,8.36,70.24,35.38,35.2,13.725,1.69,9.88,-0.0,12.035
2023-01-08T08:00:00,8,6,1,1,10.41,74.16,262.92,40.0,16.554,12.091,10.03,-0.0,4.463
2023-01-08T09:00:00,9,6,1,1,11.75,55.71,586.4,17.69,19.6,27.742,17.62,8.142,0.0
2023-01-08T10:00:00,10,6,1,1,13.07,57.6,711.63,27.79,19.004,34.571,31.3,15.567,0.0
2023-01-08T11:00:00,11,6,1,1,13.9,64.53,957.33,11.27,19.474,46.95,50.07,20.0,0.0
2023-01-08T12:00:00,12,6,1,1,15.9,55.75,1071.61,4.36,18.109,50.0,68.55,20.0,0.0
2023-01-08T13:00:00,13,6,1,1,16.74,61.46,725.29,43.12,18.008,33.956,83.32,15.948,0.0
2023-01-08T14:00:00,14,6,1,1,17.17,65.24,843.51,9.48,17.058,40.606,100.0,18.169,0.0
2023-01-08T15:00:00,15,6,1,1,19.6,56.92,605.83,15.06,17.099,28.72,99.63,0.0,0.0
2023-01-08T16:00:00,16,6,1,1,17.26,61.43,271.4,32.72,18.132,12.563,94.37,-5.569,0.0
2023-01-08T17:00:00,17,6,1,1,19.36,62.64,29.55,42.29,16.992,1.434,78.64,-15.558,0.0
2023-01-08T18:00:00,18,6,1,1,14.58,65.38,2.11,40.98,18.405,0.0,60.37,-18.405,0.0
2023-01-08T19:00:00,19,6,1,1,12.34,71.88,0.41,46.93,18.865,0.0,41.55,-18.865,0.0
2023-01-08T20:00:00,20,6,1,1,10.56,58.18,0.82,12.22,19.357,0.0,22.28,-19.357,0.0
2023-01-08T21:00:00,21,6,1,1,13.59,62.72,0.66,19.57,20.424,0.004,9.93,-12.246,8.174
2023-01-08T22:00:00,22,6,1,1,12.07,75.36,0.32,53.22,18.553,0.001,10.0,-0.0,18.552
2023-01-08T23:00:00,23,6,1,1,7.86,82.98,0.0,56.28,17.066,0.0,9.92,-0.0,17.066
2023-01-09T00:00:00,0,0,1,0,5.18,66.77,0.0,54.68,11.806,0.001,10.05,-0.0,11.805
2023-01-09T01:00:00,1,0,1,0,7.65,71.91,0.0,41.77,9.99,0.0,9.8,-0.0,9.99
2023-01-09T02:00:00,2,0,1,0,3.48,75.9,0.0,70.48,10.885,0.024,9.99,-0.0,10.861
2023-01-09T03:00:00,3,0,1,0,2.45,74.81,3.37,56.33,10.771,0.0,9.83,-0.0,10.771
2023-01-09T04:00:00,4,0,1,0,4.47,68.51,0.06,44.78,11.421,0.01,9.94,-0.0,11.411
2023-01-09T05:00:00,5,0,1,0,5.32,77.42,0.0,55.78,12.251,0.0,10.03,-0.0,12.251
2023-01-09T06:00:00,6,0,1,0,6.26,78.18,0.0,66.01,14.616,0.002,9.86,-0.0,14.614
2023-01-09T07:00:00,7,0,1,0,6.84,89.56,3.09,83.39,19.862,0.147,9.98,-0.0,19.715
2023-01-09T08:00:00,8,0,1,0,9.6,64.2,225.3,52.59,22.311,10.81,9.94,-0.0,11.501
2023-01-09T09:00:00,9,0,1,0,12.96,58.34,443.05,40.07,21.012,21.435,10.7,0.423,0.0
2023-01-09T10:00:00,10,0,1,0,12.71,76.59,663.26,34.01,16.575,34.383,26.82,17.808,0.0
2023-01-09T11:00:00,11,0,1,0,14.26,64.12,830.66,26.79,15.71,39.989,45.24,20.0,0.0
2023-01-09T12:00:00,12,0,1,0,13.82,63.51,811.06,34.62,12.194,40.408,63.44,20.0,0.0
2023-01-09T13:00:00,13,0,1,0,17.02,66.18,736.23,42.64,15.583,38.169,81.59,20.0,0.0
2023-01-09T14:00:00,14,0,1,0,15.96,58.04,634.43,37.26,14.458,32.282,98.28,17.824,0.0
2023-01-09T15:00:00,15,0,1,0,15.72,65.89,525.58,29.71,15.159,25.367,99.75,1.771,0.0
2023-01-09T16:00:00,16,0,1,0,16.26,61.77,326.68,19.45,18.27,16.31,98.07,-1.96,0.0
2023-01-09T17:00:00,17,0,1,0,15.58,69.92,44.61,32.77,18.796,2.151,81.43,-16.645,0.0
2023-01-09T18:00:00,18,0,1,0,16.9,63.19,1.57,0.0,23.11,0.007,61.42,-20.0,3.103
2023-01-09T19:00:00,19,0,1,0,11.81,69.65,0.22,21.65,24.585,0.008,41.38,-20.0,4.577
2023-01-09T20:00:00,20,0,1,0,12.63,62.21,0.0,0.0,23.887,0.0,21.26,-20.0,3.887
2023-01-09T21:00:00,21,0,1,0,9.73,70.87,0.0,0.0,23.289,0.035,9.89,-11.395,11.859
2023-01-09T22:00:00,22,0,1,0,8.28,67.89,0.47,9.09,19.705,0.0,10.06,-0.0,19.705
2023-01-09T23:00:00,23,0,1,0,9.82,62.79,0.0,17.73,14.238,0.01,10.29,-0.0,14.228
2023-01-10T00:00:00,0,1,1,0,7.17,62.26,1.22,13.69,12.758,0.0,10.03,-0.0,12.758
2023-01-10T01:00:00,1,1,1,0,7.25,61.99,3.19,8.42,10.904,0.0,10.05,-0.0,10.904
2023-01-10T02:00:00,2,1,1,0,3.55,69.19,0.0,0.0,10.957,0.0,10.28,-0.0,10.957
2023-01-10T03:00:00,3,1,1,0,3.33,61.93,0.0,14.78,10.117,0.0,9.99,-0.0,10.117
2023-01-10T04:00:00,4,1,1,0,4.7,67.97,0.0,10.55,11.612,0.012,9.86,-0.0,11.6
2023-01-10T05:00:00,5,1,1,0,5.82,63.24,0.0,16.0,13.554,0.027,10.05,-0.0,13.527
2023-01-10T06:00:00,6,1,1,0,5.59,59.82,0.0,6.38,15.7,0.012,10.24,-0.0,15.688
2023-01-10T07:00:00,7,1,1,0,6.48,59.18,56.09,0.0,20.181,2.687,10.13,-0.0,17.494
2023-01-10T08:00:00,8,1,1,0,9.66,67.12,296.99,28.99,22.102,14.877,10.03,-0.0,7.225
2023-01-10T09:00:00,9,1,1,0,11.98,65.43,674.08,0.0,18.798,33.807,23.52,15.009,0.0
2023-01-10T10:00:00,10,1,1,0,15.66,56.81,878.89,4.04,16.471,43.686,41.98,20.0,0.0
2023-01-10T11:00:00,11,1,1,0,15.61,50.49,980.85,8.36,14.193,47.235,60.66,20.0,0.0
2023-01-10T12:00:00,12,1,1,0,14.03,77.73,1020.14,9.83,15.073,48.642,78.96,20.0,0.0
2023-01-10T13:00:00,13,1,1,0,15.74,65.43,1047.27,1.97,13.339,50.0,97.39,20.0,0.0
2023-01-10T14:00:00,14,1,1,0,15.78,64.29,923.81,0.74,12.042,46.997,100.0,2.817,0.0
2023-01-10T15:00:00,15,1,1,0,15.41,71.08,562.7,21.46,13.838,28.521,99.81,0.0,0.0
2023-01-10T16:00:00,16,1,1,0,17.5,59.19,370.25,1.0,16.153,18.076,99.91,0.0,0.0
2023-01-10T17:00:00,17,1,1,0,18.95,62.81,48.61,38.04,19.954,2.337,82.56,-17.617,0.0
2023-01-10T18:00:00,18,1,1,0,14.69,73.3,1.65,42.68,24.405,0.0,62.19,-20.0,4.405
2023-01-10T19:00:00,19,1,1,0,13.88,71.72,0.0,29.43,26.581,0.0,42.56,-20.0,6.581
2023-01-10T20:00:00,20,1,1,0,9.11,73.58,0.0,48.77,25.73,0.003,22.44,-20.0,5.727
2023-01-10T21:00:00,21,1,1,0,10.02,71.67,0.13,30.46,22.073,0.0,9.98,-12.383,9.69
2023-01-10T22:00:00,22,1,1,0,8.69,62.18,2.07,33.05,17.243,0.018,10.02,-0.0,17.225
2023-01-10T23:00:00,23,1,1,0,7.15,66.36,0.0,22.53,16.038,0.007,10.06,-0.0,16.031
